match_id,pitch,players_a,players_b,true_team_a_strength,true_team_b_strength,true_probability_a,goals_a,goals_b
861,hf,"39,22,35,25,31,36","1,47,41,21,23,29",1471.533,1498.557,0.461189,8,7
862,box,"11,44,25,17,26,3","37,6,32,36,23,41",1572.833,1487.725,0.620088,10,6
863,box,"21,29,44,30,2,10","40,38,11,23,37,28",1560.29,1484.922,0.606794,10,3
864,box,"48,32,16,25,35,9","45,39,8,7,26,14",1468.395,1524.468,0.419997,12,10
865,hf,"48,26,36,27,23,14","45,39,18,21,24,7",1456.52,1506.573,0.428462,5,6
866,box,"33,35,47,26,15,45","32,30,19,29,11,12",1394.137,1559.628,0.278353,6,13
867,box,"42,12,44,7,25,38","48,27,41,40,13,2",1480.515,1462.023,0.526587,1,10
868,hf,"47,27,2,21,40,16","11,37,31,6,24,46",1503.143,1503.44,0.499573,5,6
869,hf,"13,11,30,24,16,12","31,48,21,9,19,5",1595.29,1521.448,0.604695,12,9
870,box,"16,44,39,29,48,12","30,33,8,46,22,11",1410.345,1514.073,0.355006,5,10
871,hf,"44,48,27,34,31,25","5,46,17,35,8,39",1391.125,1505.023,0.341717,8,9
872,box,"4,19,26,3,24,46","33,41,29,28,8,7",1589.835,1543.903,0.565719,10,3
873,box,"11,24,27,43,22,10","16,31,14,17,7,44",1545.805,1546.57,0.498899,5,10
874,box,"17,22,19,45,29,47","44,48,37,18,3,9",1431.828,1474.117,0.439441,10,8
875,box,"19,20,46,11,37,41","47,31,29,48,10,9",1465.152,1418.523,0.566704,10,8
876,box,"14,38,20,10,47,1","17,24,33,34,26,31",1543.908,1519.168,0.535544,7,8
877,box,"21,34,24,25,32,42","11,47,31,12,40,45",1494.28,1406.128,0.624207,10,5
878,hf,"15,10,18,39,8,42","13,23,32,30,37,1",1545.627,1574.187,0.458991,5,7
879,hf,"15,13,24,43,3,26","41,7,22,33,5,18",1575.982,1571.458,0.506509,3,4
880,hf,"4,29,37,34,16,44","17,12,43,15,30,41",1508.835,1492.858,0.522976,8,7
881,hf,"13,47,5,9,34,20","4,14,15,16,38,31",1530.547,1588.627,0.417186,5,8
882,hf,"41,5,13,31,8,29","6,45,46,7,35,14",1564.743,1481.688,0.6173,10,7
883,box,"28,8,29,42,13,38","41,40,30,1,17,27",1514.925,1533.292,0.473593,8,10
884,hf,"42,20,17,35,16,22","18,36,33,47,29,8",1521.125,1464.51,0.580762,7,8
885,box,"33,31,32,11,12,5","28,20,7,29,22,35",1576.477,1556.355,0.528925,7,10
886,box,"20,21,34,31,7,48","40,14,37,10,47,11",1479.597,1467.473,0.51744,10,7
887,box,"21,34,31,42,39,27","18,15,17,46,20,24",1460.785,1526.95,0.405916,10,9
888,hf,"28,37,26,27,1,46","4,45,23,9,30,18",1514.528,1558.095,0.437629,13,10
889,box,"19,24,2,21,28,25","45,36,41,13,14,33",1610.348,1452.097,0.713199,11,7
890,box,"47,31,38,48,3,43","25,32,16,18,46,42",1360.49,1461.192,0.359005,7,12
891,hf,"29,19,8,31,9,5","21,27,10,40,38,20",1614.505,1520.482,0.632101,7,6
892,hf,"21,37,35,43,17,36","34,19,2,9,5,48",1451.235,1562.825,0.344712,10,11
893,hf,"48,14,12,21,30,15","44,24,22,13,17,38",1499.98,1503.975,0.494251,9,12
894,hf,"28,26,32,4,34,45","33,24,2,37,48,3",1503.603,1533.825,0.456617,9,10
895,hf,"19,37,22,41,5,44","47,6,36,8,35,11",1484.677,1498.64,0.479916,9,14
896,hf,"40,42,13,5,44,28","18,30,29,10,22,45",1472.123,1508.863,0.447323,9,8
897,box,"48,28,2,26,37,19","1,40,25,46,42,15",1494.807,1489.627,0.507454,6,4
898,box,"35,30,42,43,13,37","23,45,10,44,40,14",1425.682,1449.105,0.466342,10,5
899,box,"9,35,23,5,21,44","15,14,13,20,11,28",1541.648,1605.668,0.408897,4,10
900,box,"29,8,25,2,48,14","46,4,44,40,26,13",1548.345,1463.81,0.61931,10,9
901,box,"12,33,38,34,8,11","14,44,32,39,23,21",1552.163,1482.095,0.599491,11,7
902,hf,"33,8,30,2,1,25","27,26,7,23,24,20",1655.337,1581.705,0.604406,10,9
903,box,"20,15,45,6,42,44","25,31,2,18,21,3",1453.248,1648.695,0.24507,9,14
904,box,"10,9,45,31,3,4","39,14,19,24,27,11",1616.21,1557.685,0.583437,7,6
905,hf,"43,12,24,8,11,2","32,14,20,26,46,17",1611.47,1504.818,0.648838,11,7
906,box,"2,31,3,10,27,46","35,25,39,34,11,38",1596.793,1478.537,0.663904,10,7
907,hf,"5,8,31,30,27,35","29,9,39,1,20,46",1557.185,1542.585,0.520999,12,9
908,box,"24,40,43,7,31,32","37,13,9,15,33,47",1477.338,1483.435,0.491227,3,10
909,hf,"19,40,7,16,15,17","12,20,22,30,38,34",1577.917,1523.157,0.57816,13,11
910,box,"21,28,24,43,10,38","3,25,4,13,12,1",1504.007,1722.79,0.221074,7,15
911,box,"21,1,37,31,45,23","13,41,46,26,29,14",1522.265,1475.513,0.566878,10,7
912,hf,"33,22,47,12,17,46","32,36,30,7,43,34",1431.155,1471.223,0.442591,9,7
913,box,"35,9,7,15,30,8","43,36,19,47,23,20",1599.993,1423.152,0.734579,5,4
914,hf,"33,12,26,48,13,10","15,2,44,23,34,43",1500.685,1504.975,0.493827,8,11
915,hf,"35,15,45,34,11,24","44,7,42,47,10,48",1489.455,1355.22,0.684109,5,4
916,box,"18,4,26,19,25,34","27,31,30,21,9,20",1587.703,1557.94,0.542728,6,5
917,hf,"40,39,5,4,27,9","10,31,11,16,26,48",1580.603,1501.81,0.611488,10,8
918,hf,"23,5,15,18,9,26","8,38,10,14,29,40",1619.745,1541.865,0.610238,10,7
919,hf,"8,34,20,47,7,41","39,31,15,29,46,48",1480.68,1376.718,0.645302,8,6
920,hf,"47,22,18,3,25,17","8,41,30,28,38,11",1541.692,1517.305,0.535038,4,6
921,hf,"15,34,7,6,39,44","24,16,32,28,27,4",1521.225,1586.23,0.407527,10,12
922,box,"18,17,41,33,22,27","47,23,6,1,7,32",1520.22,1573.542,0.423861,10,4
923,hf,"46,32,36,39,37,25","45,34,43,3,7,38",1406.347,1483.908,0.390198,9,14
924,box,"24,38,44,39,27,26","3,23,29,30,37,34",1445.143,1545.56,0.359383,8,10
925,hf,"28,43,2,14,37,12","46,41,22,7,19,27",1553.437,1492.51,0.586793,6,9
926,hf,"44,23,47,16,18,29","4,21,30,17,11,14",1440.082,1624.57,0.256927,5,12
927,box,"48,26,23,12,32,6","22,46,40,35,15,21",1497.505,1458.737,0.555562,3,10
928,box,"32,41,12,25,13,17","48,23,22,29,24,11",1539.005,1490.132,0.569874,8,12
929,box,"45,42,36,19,46,35","12,26,40,5,13,6",1365.273,1597.34,0.208188,4,10
930,box,"17,10,46,22,35,23","26,9,25,7,19,37",1507.27,1577.368,0.400467,10,13
931,box,"10,43,18,2,32,15","47,16,42,29,14,48",1580.487,1373.703,0.766802,11,6
932,hf,"29,27,36,46,37,13","47,12,34,38,26,44",1450.38,1397.27,0.575842,4,6
933,hf,"24,17,28,48,45,16","21,35,23,5,9,42",1430.288,1553.605,0.329628,7,12
934,hf,"35,38,9,7,33,31","48,21,45,39,15,23",1529.327,1403.575,0.673462,7,5
935,box,"15,30,18,37,4,47","40,29,32,38,28,5",1499.172,1501.523,0.496616,5,10
936,box,"23,31,46,10,5,48","44,18,37,17,2,32",1453.627,1530.733,0.390821,5,10
937,hf,"43,29,20,35,44,46","22,15,37,33,27,10",1379.51,1545.197,0.278127,7,14
938,hf,"1,40,4,23,38,8","5,47,42,34,27,11",1615.895,1467.885,0.700989,14,10
939,hf,"12,48,2,42,32,8","22,6,7,26,37,25",1507.61,1578.92,0.398794,9,10
940,box,"22,12,7,20,23,47","28,17,32,6,43,41",1527.407,1490.373,0.553094,10,6
941,hf,"7,34,17,2,39,4","36,43,24,48,11,1",1632.992,1477.508,0.709928,11,7
942,box,"25,20,2,37,45,24","5,12,13,32,41,35",1528.903,1540.845,0.482821,10,3
943,hf,"37,12,29,47,33,10","46,2,40,3,35,8",1466.583,1560.642,0.367852,9,11
944,hf,"23,44,12,38,34,11","7,32,13,39,10,22",1496.163,1572.385,0.392035,6,11
945,box,"25,29,8,43,36,5","22,16,24,10,41,32",1530.11,1540.725,0.484729,10,9
946,hf,"43,46,38,7,34,6","42,21,44,37,39,35",1459.99,1397.522,0.588943,7,6
947,box,"9,29,13,19,41,28","26,43,25,6,32,2",1548.362,1566.35,0.474136,6,10
948,box,"19,44,45,4,34,3","13,6,20,38,37,35",1528.773,1525.517,0.504687,7,6
949,box,"25,13,23,35,4,28","33,34,12,42,24,3",1583.788,1551.707,0.546038,5,10
950,hf,"5,46,14,32,47,37","41,40,1,3,25,44",1423.978,1539.312,0.339861,8,13
951,box,"16,43,22,12,25,15","24,26,3,10,39,48",1542.627,1508.858,0.548444,5,10
952,box,"41,20,14,42,18,27","1,43,48,25,44,13",1502.717,1443.705,0.584117,4,10
953,box,"45,29,9,43,15,5","41,8,42,11,32,48",1506.57,1427.602,0.611727,11,10
954,box,"44,46,45,26,19,35","48,42,37,17,7,8",1372.303,1465.36,0.369194,5,10
955,box,"32,13,9,34,3,31","43,7,8,15,44,25",1594.822,1515.777,0.611832,10,2
956,hf,"40,24,29,10,46,39","3,33,13,14,21,42",1448.525,1580.347,0.318901,6,12
957,box,"17,12,23,30,13,42","4,26,25,10,19,33",1540.457,1604.077,0.409453,12,9
958,box,"29,5,16,39,34,19","36,11,10,42,21,4",1547.327,1576.792,0.457698,10,6
959,hf,"47,21,24,3,10,7","15,1,25,41,37,4",1576.542,1600.418,0.465693,8,11
960,box,"41,3,37,35,5,2","42,31,46,25,19,39",1600.373,1423.207,0.734944,10,3
961,box,"23,41,30,31,10,46","35,24,15,44,19,12",1459.88,1514.838,0.421562,7,10
962,box,"28,20,10,3,30,27","35,15,26,9,23,14",1607.407,1574.59,0.547087,8,10
963,hf,"25,30,24,22,21,43","26,9,34,14,16,39",1505.278,1547.855,0.439032,6,11
964,box,"40,24,30,36,27,47","42,20,14,26,10,31",1408.395,1538.187,0.321445,5,8
965,box,"40,27,4,13,14,22","36,11,25,34,28,12",1585.457,1540.697,0.564061,8,11
966,hf,"48,44,37,10,42,26","46,13,45,27,21,30",1377.558,1440.94,0.409785,8,5
967,hf,"40,48,34,41,3,7","5,6,2,1,4,22",1461.952,1758.415,0.153608,11,16
968,hf,"13,10,14,20,5,24","40,21,38,29,31,22",1634.172,1483.902,0.703709,12,8
969,hf,"36,11,10,47,27,8","35,40,44,45,48,38",1509.793,1287.208,0.782671,10,5
970,box,"16,8,43,10,29,7","3,9,25,31,40,39",1577.607,1547.875,0.542683,4,3
971,hf,"38,37,12,29,2,32","47,23,22,6,24,5",1547.208,1540.478,0.509684,4,3
972,box,"8,43,13,41,21,19","6,23,39,32,2,27",1518.027,1586.1,0.403269,8,11
973,hf,"2,32,21,11,4,42","16,20,17,29,28,22",1616.802,1568.555,0.56899,7,5
974,box,"6,22,36,3,9,40","1,37,2,20,25,13",1596.102,1649.902,0.423189,7,11
975,box,"22,24,33,28,27,48","9,23,17,36,13,32",1456.907,1561.982,0.353233,7,12
976,hf,"43,21,33,8,2,9","7,16,5,12,24,40",1592.673,1599.532,0.490131,5,3
977,box,"1,47,48,22,40,5","10,38,30,45,7,8",1450.353,1527.63,0.390588,9,14
978,box,"12,6,46,47,1,28","15,14,4,45,25,21",1509.518,1564.738,0.421194,3,10
979,box,"46,12,31,19,44,38","4,29,47,33,1,6",1428.703,1581.152,0.293683,7,12
980,hf,"13,45,8,47,5,48","12,21,15,11,26,19",1403.6,1600.403,0.243628,7,10
981,box,"28,17,23,16,34,1","42,47,19,11,5,4",1607.563,1535.013,0.602916,10,9
982,hf,"28,6,44,29,1,47","21,38,24,39,5,37",1498.982,1510.265,0.483768,9,8
983,hf,"31,24,32,20,46,21","35,13,15,38,11,3",1483.215,1593.61,0.346268,9,10
984,hf,"21,26,30,46,29,10","43,25,27,2,9,48",1498.312,1492.793,0.507941,11,9
985,box,"28,43,12,10,38,46","14,7,2,26,31,45",1453.193,1568.57,0.339805,8,12
986,box,"36,18,15,13,32,39","44,28,41,11,42,4",1517.85,1488.37,0.542324,10,5
987,box,"10,16,34,32,14,27","45,1,20,11,22,40",1562.288,1544.837,0.525094,7,10
988,box,"47,24,45,9,48,37","31,5,2,29,44,27",1338.458,1561.845,0.216545,5,13
989,hf,"21,41,31,18,36,22","37,43,13,9,48,42",1498.663,1398.115,0.640792,14,10
990,box,"16,48,32,37,31,2","21,33,7,25,10,42",1481.11,1552.775,0.398304,6,7
991,box,"47,18,5,29,25,13","48,10,24,4,31,16",1518.368,1532.232,0.48006,10,8
992,hf,"18,21,32,47,39,35","13,42,44,40,8,19",1425.708,1474.67,0.430001,10,13
993,hf,"19,16,25,28,1,20","17,14,10,48,2,38",1624.312,1534.715,0.626156,9,6
994,box,"30,10,29,41,25,36","11,39,46,21,7,18",1497.873,1519.722,0.468599,10,5
995,box,"21,2,8,4,48,36","31,24,10,44,25,43",1567.108,1467.767,0.639191,10,7
996,box,"40,3,42,19,21,37","43,47,33,4,9,32",1516.742,1470.168,0.566626,11,8
997,box,"16,6,24,23,22,47","27,44,5,32,26,35",1519.84,1493.868,0.537307,10,3
998,hf,"6,14,29,11,8,17","15,16,4,36,2,40",1631.422,1607.713,0.534066,7,8
999,hf,"15,10,9,33,21,44","25,41,26,2,45,19",1547.523,1514.377,0.547558,6,5
1000,hf,"3,13,38,48,14,15","46,32,1,23,6,24",1528.108,1568.375,0.44231,8,9
1001,box,"1,41,40,19,18,36","24,33,25,11,13,17",1530.608,1578.6,0.43137,10,7
1002,hf,"2,29,39,42,43,33","26,14,12,8,3,25",1472.638,1644.548,0.270992,3,7
1003,hf,"13,37,20,45,44,14","38,46,24,30,4,15",1453.413,1512.447,0.415852,9,11
1004,box,"20,1,14,12,22,46","32,25,21,30,26,11",1584.777,1546.748,0.55451,4,10
1005,box,"16,5,40,7,1,2","46,4,44,18,42,20",1688.577,1463.928,0.784685,10,1
1006,hf,"24,14,42,13,28,48","5,18,27,2,20,3",1456.862,1688.788,0.208321,8,13
1007,hf,"14,8,41,44,2,31","12,1,47,6,16,30",1541.907,1569.102,0.460943,6,7
1008,box,"45,37,31,5,10,14","48,26,25,2,3,32",1521.698,1552.618,0.45562,8,6
1009,hf,"43,5,18,19,31,13","46,2,42,48,16,29",1549.693,1429.453,0.666447,11,7
1010,hf,"37,28,36,45,32,15","4,19,24,6,40,30",1443.522,1584.247,0.307874,6,8
1011,hf,"24,47,36,35,10,21","41,23,27,12,38,26",1459.642,1502.318,0.43889,8,6
1012,hf,"44,32,48,35,27,24","28,6,39,17,9,22",1388.092,1578.558,0.250412,5,9
1013,hf,"35,44,11,3,22,33","41,10,39,47,48,46",1539.277,1294.377,0.803728,6,5
1014,hf,"14,45,26,6,27,8","33,35,3,34,7,37",1550.14,1552.733,0.496268,7,6
1015,box,"15,44,46,22,32,8","21,24,36,26,34,39",1469.877,1489.158,0.47228,10,8
1016,box,"41,42,30,10,13,1","33,7,32,45,5,20",1557.528,1533.327,0.534773,10,4
1017,box,"13,2,47,46,19,8","14,12,5,40,17,29",1509.038,1576.212,0.404517,8,10
1018,hf,"20,22,25,24,14,48","28,40,38,31,41,3",1494.01,1492.142,0.502689,7,8
1019,hf,"17,45,31,25,35,7","28,38,40,23,32,2",1496.562,1529.858,0.452228,8,6
1020,box,"17,35,6,46,16,41","7,30,25,22,44,31",1482.74,1509.293,0.461861,10,2
1021,hf,"27,7,1,44,9,38","2,33,29,5,41,12",1577.537,1592.853,0.477972,11,10
1022,hf,"42,47,4,17,38,8","34,32,12,29,19,11",1486.585,1555.352,0.402309,9,8
1023,box,"5,13,31,32,16,1","25,12,42,3,20,41",1634.758,1548.673,0.621412,10,4
1024,hf,"46,29,45,8,7,11","9,42,39,37,2,47",1497.797,1457.763,0.557359,9,8
1025,box,"45,24,41,35,7,27","31,3,18,28,36,39",1465.93,1540.113,0.394835,8,13
1026,hf,"31,26,33,16,9,8","2,11,6,37,12,13",1578.133,1646.013,0.403537,8,9
1027,box,"5,43,12,38,27,8","36,3,15,13,10,20",1543.823,1625.895,0.384038,6,10
1028,hf,"1,8,34,43,18,38","46,48,20,9,21,16",1550.013,1454.693,0.633835,10,6
1029,hf,"31,48,47,14,7,12","25,36,35,5,10,9",1434.407,1579.962,0.301981,10,16
1030,box,"31,33,5,37,11,16","41,27,24,15,17,42",1559.748,1498.2,0.58766,10,3
1031,box,"43,47,24,26,29,39","15,9,31,33,27,11",1394.892,1573.612,0.263318,6,10
1032,hf,"39,2,27,5,36,6","10,3,24,18,26,48",1603.278,1544.087,0.584369,10,6
1033,box,"35,39,21,20,31,33","32,25,38,36,37,9",1488.943,1489.135,0.499724,10,6
1034,hf,"41,5,17,48,18,44","19,39,33,15,21,38",1432.467,1506.788,0.394645,6,7
1035,hf,"20,13,22,34,44,27","18,17,39,28,47,9",1506.337,1479.688,0.538275,10,13
1036,box,"46,35,36,21,14,30","38,34,12,8,19,16",1456.955,1562.823,0.35219,2,10
1037,box,"42,32,24,16,26,31","18,37,30,35,22,10",1499.783,1525.302,0.463342,10,7
1038,box,"26,1,5,13,17,32","30,36,38,18,33,37",1641.717,1463.045,0.736628,16,12
1039,hf,"32,39,7,31,28,25","21,8,9,12,41,24",1520.753,1582.593,0.411933,7,10
1040,box,"7,36,35,18,9,48","28,14,3,37,4,1",1481.602,1681.157,0.240721,6,14
1041,hf,"16,15,47,40,39,37","18,36,23,48,10,2",1409.175,1526.96,0.336702,8,11
1042,hf,"25,14,35,40,2,11","6,37,45,18,32,8",1576.505,1514.508,0.588285,12,9
1043,box,"11,12,15,18,7,1","16,20,28,38,25,29",1680.26,1531.588,0.701787,11,6
1044,box,"29,10,25,40,46,2","35,18,14,32,28,34",1524.16,1518.482,0.508171,10,6
1045,box,"14,24,10,5,39,25","11,26,48,40,21,23",1586.94,1458.613,0.676713,12,8
1046,box,"39,31,2,44,37,16","42,5,29,46,25,45",1497.382,1425.563,0.601908,10,8
1047,hf,"28,6,48,17,23,15","18,24,45,31,11,38",1513.335,1485.087,0.540563,8,7
1048,box,"13,3,25,24,4,15","6,11,42,36,44,17",1666.352,1495.635,0.727648,11,5
1049,hf,"28,18,12,15,27,20","11,34,5,45,6,4",1580.893,1595.99,0.478288,4,8
1050,hf,"48,12,19,36,31,28","11,16,2,13,5,38",1452.55,1644.993,0.248283,10,15
1051,hf,"35,8,30,36,24,12","10,48,43,16,1,21",1535.932,1514.095,0.531384,7,8
1052,box,"33,4,26,9,11,47","31,10,45,16,24,37",1541.608,1491.113,0.572161,7,10
1053,box,"11,41,39,3,5,25","9,1,19,30,34,32",1584.165,1596.513,0.482237,5,10
1054,box,"42,34,23,39,37,26","17,47,27,11,33,32",1446.113,1473.272,0.460995,15,9
1055,box,"8,39,27,25,45,20","24,2,21,32,13,41",1491.993,1574.573,0.383346,3,10
1056,box,"38,9,42,20,26,16","10,2,15,29,17,32",1523.923,1621.088,0.363703,4,10
1057,hf,"9,27,4,16,10,41","7,19,24,46,23,30",1607.585,1519.983,0.623464,10,4
1058,box,"5,39,19,23,33,36","31,3,42,48,45,22",1527.583,1418.265,0.652328,9,5
1059,box,"10,46,36,18,4,2","33,14,34,24,43,29",1590.177,1487.152,0.644067,10,4
1060,hf,"19,24,4,34,38,8","29,32,28,33,3,36",1584.235,1543.603,0.558209,9,16
1061,box,"25,22,43,29,41,18","10,42,13,6,48,46",1476.167,1434.595,0.559543,12,11
1062,box,"37,13,27,10,28,36","48,17,14,1,5,11",1529.89,1592.868,0.410347,6,10
1063,hf,"11,44,32,8,6,43","30,22,40,24,31,17",1511.507,1509.373,0.50307,5,9
1064,box,"41,43,21,34,10,47","38,45,18,39,16,15",1405.652,1468.295,0.410813,11,13
1065,box,"47,26,4,38,20,17","7,10,36,15,39,16",1503.335,1565.912,0.410906,7,11
1066,hf,"48,26,27,37,22,20","6,16,11,31,5,21",1448.862,1627.237,0.263703,8,15
1067,box,"28,10,27,31,2,22","24,8,20,16,32,38",1605.865,1554.433,0.57348,8,11
1068,box,"16,40,11,22,46,39","21,38,25,6,7,43",1462.588,1537.152,0.394312,5,10
1069,hf,"6,45,42,10,4,1","31,12,3,9,19,24",1602.767,1632.16,0.4578,4,5
1070,hf,"6,3,11,20,22,7","47,38,48,42,1,13",1678.425,1400.477,0.832018,14,5
1071,hf,"32,7,18,38,19,40","34,5,43,44,9,41",1519.94,1460.378,0.584886,14,10
1072,hf,"33,7,32,39,15,19","3,26,22,11,31,29",1540.965,1599.717,0.416246,11,10
1073,hf,"26,27,16,20,43,21","14,46,30,10,39,3",1519.678,1534.677,0.478429,10,8
1074,box,"29,9,10,5,19,22","21,38,16,31,28,27",1627.208,1521.625,0.647436,10,2
1075,box,"38,20,46,14,31,42","3,24,11,26,13,23",1438.897,1631.072,0.248571,7,15
1076,box,"12,32,30,43,26,21","29,9,45,28,40,37",1498.163,1450.362,0.568361,5,10
1077,hf,"6,32,22,10,3,9","16,33,39,47,18,13",1659.165,1463.287,0.755389,11,9
1078,box,"41,24,46,22,40,47","45,1,7,31,33,13",1357.198,1565.237,0.231909,9,13
1079,hf,"33,18,34,26,46,38","40,42,13,28,3,30",1444.763,1527.677,0.382893,6,7
1080,hf,"30,3,19,22,2,27","38,41,5,31,43,48",1645.012,1384.158,0.817812,11,6
1081,box,"21,38,15,29,17,20","42,3,46,47,44,26",1549.078,1378.437,0.727563,10,6
1082,hf,"29,16,26,1,28,4","5,18,35,40,27,2",1645.395,1580.775,0.591938,7,4
1083,hf,"20,39,43,4,32,38","14,35,36,19,8,16",1488.478,1559.005,0.399875,9,10
1084,box,"12,35,42,13,1,28","6,22,16,31,2,7",1571.785,1654.352,0.383364,4,10
1085,hf,"43,17,27,11,28,14","45,24,7,19,20,35",1536.335,1515.395,0.530099,8,11
1086,box,"8,1,16,5,18,12","48,29,22,42,33,35",1688.967,1398.557,0.841807,16,8
1087,box,"6,23,48,47,12,25","13,35,17,2,46,5",1436.595,1573.147,0.313016,8,11
1088,hf,"13,31,41,23,2,22","25,28,7,33,26,14",1574.222,1569.948,0.50615,8,7
1089,box,"45,5,15,43,32,36","30,25,21,24,13,3",1456.45,1607.592,0.295246,8,13
1090,hf,"43,24,42,22,27,1","21,30,6,9,7,34",1527.57,1603.493,0.392444,8,12
1091,hf,"32,36,47,22,8,40","3,41,21,16,20,35",1434.535,1565.188,0.320364,11,14
1092,box,"4,20,43,9,17,25","10,18,22,27,5,34",1583.585,1592.977,0.486488,10,4
1093,hf,"19,21,12,6,9,34","39,42,7,24,8,40",1608.797,1503.897,0.646537,9,5
1094,box,"8,12,37,14,38,6","15,4,18,20,36,35",1576.332,1573.573,0.503969,1,2
1095,box,"35,20,36,43,47,7","26,3,44,27,6,22",1419.153,1574.585,0.290133,6,11
1096,hf,"38,1,7,31,3,45","24,26,35,46,17,11",1588.207,1497.435,0.627738,7,6
1097,hf,"6,22,11,12,42,37","7,41,2,31,14,9",1551.173,1615.45,0.40854,9,5
1098,hf,"27,1,44,34,18,37","13,32,36,16,4,28",1521.875,1577.358,0.420825,12,9
1099,box,"23,9,26,38,27,45","19,18,16,8,44,17",1488.718,1555.737,0.404732,6,10
1100,hf,"17,45,9,37,12,42","38,8,16,46,3,15",1478.207,1559.178,0.385537,4,7
1101,box,"44,26,9,14,18,8","37,1,45,43,41,27",1563.113,1444.04,0.664952,11,7
1102,box,"8,24,21,27,25,43","34,18,29,13,10,14",1531.913,1581.208,0.429531,10,2
1103,hf,"32,18,28,4,17,1","46,30,11,45,39,41",1647.6,1381.998,0.821849,14,8
1104,hf,"19,10,48,18,12,28","1,31,34,5,38,30",1512.932,1573.513,0.413689,9,8
1105,box,"18,31,25,48,11,47","15,29,9,2,16,32",1406.275,1624.675,0.221454,6,13
1106,box,"10,8,18,24,34,17","7,46,44,20,26,2",1595.22,1523.823,0.601326,9,6
1107,hf,"17,16,43,36,40,37","34,12,32,42,1,10",1443.592,1576.45,0.317606,10,12
1108,box,"36,27,37,22,1,31","13,12,7,20,28,17",1548.712,1613.213,0.408227,8,11
1109,hf,"39,37,47,23,7,25","31,40,13,16,21,3",1450.715,1581.347,0.320391,10,12
1110,box,"35,22,32,15,28,36","2,5,7,37,9,45",1506.603,1598.647,0.370553,7,12
1111,box,"48,5,7,44,36,29","9,15,14,40,24,46",1449.478,1507.552,0.417195,10,5
1112,box,"38,29,14,6,22,16","40,8,45,17,35,43",1571.742,1426.932,0.697114,10,4
1113,hf,"45,47,1,32,14,27","22,7,6,33,38,15",1472.227,1579.85,0.349888,9,12
1114,box,"23,48,29,36,11,2","7,41,37,43,18,13",1511.743,1492.432,0.527763,10,3
1115,hf,"14,13,9,19,30,4","29,15,40,46,3,8",1635.315,1535.915,0.639269,8,5
1116,hf,"20,44,28,10,5,11","31,25,1,43,24,3",1572.378,1599.865,0.460526,6,8
1117,hf,"11,14,5,10,27,7","28,15,48,18,34,36",1653.28,1445.795,0.767523,7,6
1118,hf,"38,48,22,29,11,39","35,37,14,45,28,12",1431.398,1472.688,0.440857,9,11
1119,box,"14,47,2,13,26,19","25,35,30,6,38,8",1553.092,1542.768,0.514852,7,11
1120,hf,"8,36,31,26,42,38","9,4,34,12,35,15",1475.27,1603.318,0.323637,8,12
1121,hf,"39,35,5,16,47,36","6,22,34,44,42,17",1443.643,1488.855,0.4353,8,6
1122,hf,"32,14,9,15,41,6","34,10,40,29,5,28",1576.023,1543.203,0.547092,5,7
1123,box,"11,44,18,22,2,3","1,47,41,40,6,21",1628.527,1494.875,0.683383,10,3
1124,hf,"45,13,31,7,29,35","42,24,4,39,2,10",1495.443,1600.458,0.353311,10,12
1125,box,"33,42,19,46,17,11","6,35,10,39,37,41",1476.752,1489.77,0.481274,10,6
1126,box,"19,33,40,3,21,25","31,45,47,28,30,2",1565.137,1443.158,0.668667,13,7
1127,hf,"25,23,41,22,6,24","34,18,42,10,26,48",1551.975,1441.747,0.653515,12,8
1128,hf,"18,33,15,21,24,43","4,44,20,11,37,25",1517.77,1543.593,0.462906,8,12
1129,box,"27,14,16,48,39,40","36,30,43,23,2,34",1426.933,1509.912,0.382804,7,11
1130,box,"8,26,17,34,48,36","45,1,46,40,12,43",1459.832,1428.812,0.544523,5,10
1131,hf,"13,34,42,5,26,18","16,10,45,41,44,19",1545.472,1449.063,0.635288,8,7
1132,box,"43,47,20,27,46,11","2,16,45,9,24,34",1392.767,1563.7,0.272104,9,17
1133,box,"30,3,25,19,41,46","11,23,24,45,47,12",1503.255,1455.9,0.56773,10,4
1134,hf,"19,13,2,43,6,31","25,20,27,18,48,33",1588.85,1467.025,0.668472,10,5
1135,hf,"2,15,7,24,16,36","33,34,12,18,22,9",1626.65,1569.742,0.581173,13,8
1136,box,"3,19,44,41,4,47","16,14,45,40,23,13",1490.168,1499.362,0.486773,9,10
1137,box,"15,10,7,6,46,39","30,34,42,8,35,4",1547.34,1532.533,0.521296,4,10
1138,hf,"14,9,26,42,21,15","3,27,45,5,6,33",1560.86,1584.718,0.465719,7,9
1139,box,"33,27,36,34,1,44","12,14,2,40,38,7",1505.365,1594.608,0.37432,7,8
1140,hf,"34,1,16,45,25,22","31,41,32,17,19,8",1548.377,1530.487,0.525723,5,10
1141,hf,"44,14,26,24,40,23","9,4,5,20,48,8",1484.052,1592.765,0.348463,5,7
1142,box,"7,35,19,15,45,26","34,31,22,2,38,9",1514.15,1574.462,0.414066,9,13
1143,hf,"39,48,33,10,5,16","29,18,22,40,27,44",1488.748,1471.02,0.525491,4,3
1144,box,"19,9,34,35,27,3","24,41,2,22,16,32",1588.558,1570.583,0.525845,5,10
